c,i,id,l1_c,l1_i,language,type
planning,waiting,person_1662,σχεδιάζει,αναμονή,Greek,RV
compensation,alternative,person_1662,αποζημίωση,εναλλακτική λύση,Greek,RN
told,said,person_1662,είπε,είπε,Greek,RV
have,make,person_1662,έχουν,κάνουν,Greek,RV
get,had,person_1662,πάρετε,είχε,Greek,RV
was,stayed,person_1662,ήταν,μείνει,Greek,RV
experience,story,person_1662,εμπειρία,ιστορία,Greek,RN
was,did,person_2197,ήταν,έκανε,Greek,RV
paid,given,person_2197,καταβάλλονται,δεδομένη,Greek,RV
change,turn,person_2197,αλλάξετε,γυρίστε,Greek,RV
dress,dressing,person_2197,φόρεμα,ντρέσινγκ,Greek,RN
changes,turns,person_2197,αλλαγές,στροφές,Greek,RV
become,be,person_2197,γίνει,είναι,Greek,RV
dress,dressing,person_2197,φόρεμα,ντρέσινγκ,Greek,RN
what,how,person_2197,τι,πώς,Greek,RY
realise,understand,person_2195,συνειδητοποιήσουμε,καταλαβαίνω,Greek,RV
do,work,person_1706,κάνουμε,εργαστούν,Greek,RV
meant,going,person_2019,σήμαινε,πρόκειται,Greek,RV
meant,going,person_2019,σήμαινε,πρόκειται,Greek,RV
say,write,person_2019,πω,γράψετε,Greek,RV
have,is,person_2019,έχουν,είναι,Greek,RV
country,county,person_2019,χώρα,county,Greek,RN
affecting,effecting,person_2019,επηρεάζουν,πραγματοποιεί,Greek,RV
said,written,person_1131,είπε,γραπτή,Greek,RV
evening,night,person_1131,βράδυ,νύχτα,Greek,RN
got,had,person_1131,πήρε,είχε,Greek,RV
faithfully,sincerely,person_1131,πιστά,ειλικρινά,Greek,RY
great,big,person_1131,μεγάλη,μεγάλο,Greek,RJ
wore,were,person_1131,φορούσε,ήταν,Greek,RV
wore,were,person_1131,φορούσε,ήταν,Greek,RV
was,happened,person_1125,ήταν,συνέβη,Greek,RV
said,wrote,person_1125,είπε,έγραψε,Greek,RV
said,wrote,person_1125,είπε,έγραψε,Greek,RV
receiving,taking,person_1125,λαμβάνουν,λαμβάνοντας,Greek,RV
reply,answer,person_1125,απάντηση,απάντηση,Greek,RN
were,became,person_1125,ήταν,έγινε,Greek,RV
came,went,person_1125,ήρθε,πήγε,Greek,RV
was,had,person_1125,ήταν,είχε,Greek,RV
Afterwards,After,person_1125,κατόπιν,μετά,Greek,RY
starred,started,person_883,πρωταγωνίστησε,ξεκίνησε,Greek,RV
waiting,writing,person_883,αναμονή,γράψιμο,Greek,RV
spent,passed,person_883,δαπανάται,περάσει,Greek,RV
do,make,person_883,κάνουμε,κάνουν,Greek,RV
said,written,person_2759,είπε,γραπτή,Greek,RV
way,point,person_1090,τρόπος,σημείο,Greek,RN
can't,don't,person_1090,επίκλιση,μην,Greek,RV
have,pass,person_1133,έχουν,περάσει,Greek,RV
disappointed,disappointing,person_1133,απογοητευμένος,απογοητευτική,Greek,RJ
go,came,person_1133,πάει,ήρθε,Greek,RV
story,store,person_1133,ιστορία,κατάστημα,Greek,RN
pay,bay,person_1133,πληρώσει,κόλπο,Greek,RV
faithfully,sincerely,person_1133,πιστά,ειλικρινά,Greek,RY
century,year,person_1133,αιώνα,έτος,Greek,RN
when,wear,person_1133,όταν,φορούν,Greek,RY
want,can,person_1133,θέλουν,μπορεί,Greek,RV
get,take,person_1133,πάρετε,λάβει,Greek,RV
helps,makes,person_1133,βοηθά,κάνει,Greek,RV
spend,stay,person_1133,περάσετε,μείνετε,Greek,RV
like,found,person_1133,αρέσει,βρέθηκαν,Greek,RV
much,well,person_1133,πολύ,καλά,Greek,RY
lose,loose,person_1133,χάσετε,χάσετε,Greek,RV
weight,fat,person_1133,βάρος,λίπος,Greek,RN
develop,made,person_1133,ανάπτυξη,κατασκευασμένα,Greek,RV
very,so,person_1133,πολύ,έτσι,Greek,RY
performing,played,person_1652,εκτέλεση,έπαιξε,Greek,RV
get,take,person_1652,πάρετε,λάβει,Greek,RV
sign,sight,person_1652,σημάδι,θέαμα,Greek,RN
Closed,Close,person_1652,κλειστού,στενή,Greek,RJ
faithfully,sincerely,person_1652,πιστά,ειλικρινά,Greek,RY
asked,told,person_1652,ζήτησε,είπε,Greek,RV
told,said,person_1652,είπε,είπε,Greek,RV
tell,say,person_1652,πείτε,πω,Greek,RV
would,can,person_1914,θα,μπορεί,Greek,RV
got,took,person_1914,πήρε,πήρε,Greek,RV
ago,before,person_1914,πριν,πριν,Greek,RY
acting,act,person_2699,ενεργεί,πράξη,Greek,RN
terrible,horrible,person_2699,τρομερό,φρικτό,Greek,RJ
acting,act,person_2699,ενεργεί,πράξη,Greek,RN
time,ours,person_2699,χρόνο,μας,Greek,RN
living,leaving,person_2699,ζουν,αφήνοντας,Greek,RV
would,could,person_2699,θα,θα μπορούσε,Greek,RV
ordinary,common,person_2699,συνηθισμένο,κοινή,Greek,RJ
up,about,person_2699,επάνω,περίπου,Greek,RY
telling,saying,person_2262,λέγοντας,λέγοντας,Greek,RV
staged,presented,person_1975,οργάνωσαν,παρουσιάζονται,Greek,RV
went,came,person_1975,πήγε,ήρθε,Greek,RV
performing,playing,person_1975,εκτέλεση,παίζοντας,Greek,RV
staff,stuff,person_1975,προσωπικό,πράγματα,Greek,RN
is,does,person_1975,είναι,κάνει,Greek,RV
resolved,solve,person_1975,επιλυθεί,λύσει,Greek,RV
take,go,person_1975,λάβει,πάει,Greek,RV
resolved,solved,person_1975,επιλυθεί,λυθεί,Greek,RV
cat,cut,person_1975,γάτα,περικοπή,Greek,RN
left,let,person_1975,άφησε,αφήσει,Greek,RV
lying,laying,person_1975,ξαπλωμένη,ωοτοκίας,Greek,RV
beat,won,person_1975,νικήσει,κέρδισε,Greek,RV
vet,doctor,person_1975,κτηνίατρο,γιατρό,Greek,RN
get,earn,person_1975,πάρετε,κερδίσουν,Greek,RN
said,told,person_1975,είπε,είπε,Greek,RV
gone,come,person_1961,φύγει,έρχονται,Greek,RV
seeing,watch,person_1961,βλέποντας,παρακολουθήστε,Greek,RV
establish,create,person_1961,καθιερώσει,δημιουργήσετε,Greek,RV
revealed,told,person_1961,αποκάλυψε,είπε,Greek,RV
class,classroom,person_1961,κλάση,τάξη,Greek,RN
deserved,owed,person_1961,άξιζε,οφειλόμενων,Greek,RV
golden,gold,person_2689,χρυσή,χρυσό,Greek,RJ
technology,tech,person_2689,τεχνολογία,τεχνολογίας,Greek,RN
household,house,person_2689,οικιακής,σπίτι,Greek,RN
take,call,person_2689,λάβει,καλέσετε,Greek,RV
make,point,person_1141,κάνουν,σημείο,Greek,RV
put,placed,person_1141,θέσει,τοποθετούνται,Greek,RV
evening,afternoon,person_1141,βράδυ,απόγευμα,Greek,RN
very,so,person_1141,πολύ,έτσι,Greek,RY
going,coming,person_1141,πρόκειται,έρχονται,Greek,RV
extended,expanded,person_1141,επεκταθεί,επεκταθεί,Greek,RV
reach,legs,person_1141,φτάσει,πόδια,Greek,RN
area,part,person_1141,περιοχή,μέρος,Greek,RN
reached,was,person_1141,φτάσει,ήταν,Greek,RV
became,got,person_1141,έγινε,πήρε,Greek,RV
developed,got,person_1141,αναπτυχθεί,πήρε,Greek,RV
live,alive,person_1141,live,ζωντανός,Greek,RJ
just,only,person_1141,ακριβώς,μόνο,Greek,RY
do,are,person_1204,κάνουμε,είναι,Greek,RV
sleep,leave,person_1204,κοιμηθεί,αφήσει,Greek,RV
do,are,person_1204,κάνουμε,είναι,Greek,RV
great,big,person_2490,μεγάλη,μεγάλο,Greek,RJ
problem,cause,person_2490,πρόβλημα,αιτία,Greek,RN
trolleys,cars,person_2490,τροχίσκους,αυτοκίνητα,Greek,RN
reasons,causes,person_2490,λόγους,αιτίες,Greek,RN
reason,cause,person_2490,λόγο,αιτία,Greek,RN
help,show,person_2490,βοηθήσει,δείχνουν,Greek,RV
small,little,person_2490,μικρό,λίγο,Greek,RJ
really,very,person_355,πραγματικά,πολύ,Greek,RY
really,very,person_355,πραγματικά,πολύ,Greek,RY
favourite,best,person_355,αγαπημένο,καλύτερο,Greek,RJ
very,too,person_355,πολύ,πάρα πολύ,Greek,RY
court,pitch,person_355,δικαστήριο,αγωνιστικό χώρο,Greek,RN
basketball,basket,person_355,μπάσκετ,καλάθι,Greek,RN
court,pitch,person_355,δικαστήριο,αγωνιστικό χώρο,Greek,RN
bring,have,person_355,φέρει,έχουν,Greek,RV
outside,out,person_355,εξωτερικό,έξω,Greek,RJ
areas,points,person_355,περιοχές,σημεία,Greek,RN
Also,Besides,person_355,επίσης,εκτός,Greek,RY
have,owns,person_355,έχουν,κατέχει,Greek,RV
subject,interest,person_355,θέμα,ενδιαφέρον,Greek,RN
demanding,responsible,person_790,απαιτητικό,υπεύθυνη,Greek,RJ
mustn't,don't,person_790,,μην,Greek,RV
rest,remaining,person_791,υπόλοιπο,υπόλοιπα,Greek,RN
grateful,thankful,person_791,ευγνώμων,ευγνώμων,Greek,RJ
options,choice,person_791,επιλογές,επιλογή,Greek,RN
offered,proposed,person_791,προσφέρονται,προτεινόμενη,Greek,RV
bring,carry,person_791,φέρει,μεταφέρουν,Greek,RV
numbers,amounts,person_791,αριθμούς,ποσά,Greek,RN
hearing,listening,person_352,άκουσε,ακρόαση,Greek,RV
suggested,proposed,person_352,πρότεινε,προτεινόμενη,Greek,RV
check,control,person_352,ελέγξτε,ελέγχουν,Greek,RV
such,so,person_352,τέτοια,έτσι,Greek,RY
time,moment,person_2656,χρόνο,στιγμή,Greek,RN
thank,think,person_2656,ευχαριστήσω,σκεφτείτε,Greek,RV
be,make,person_2656,είναι,κάνουν,Greek,RV
note,notice,person_2133,σημείωση,παρατηρήσετε,Greek,RV
bed,bet,person_2133,κρεβάτι,στοίχημα,Greek,RN
bring,take,person_2133,φέρει,λάβει,Greek,RV
holiday,competition,person_2133,διακοπών,ανταγωνισμού,Greek,RN
tell,inform,person_2133,πείτε,ενημερώσει,Greek,RV
such,so,person_2133,τέτοια,έτσι,Greek,RY
time,moment,person_2133,χρόνο,στιγμή,Greek,RN
took,brought,person_2090,πήρε,έφερε,Greek,RV
got,was,person_2090,πήρε,ήταν,Greek,RV
early,young,person_2090,πρόωρη,νεαρό,Greek,RJ
helped,assisted,person_2090,βοήθησε,υποβοηθούμενη,Greek,RV
realised,understood,person_2090,συνειδητοποιήσει,κατανοητό,Greek,RV
was,happen,person_2090,ήταν,συμβεί,Greek,RV
pleasure,enjoyment,person_2090,ευχαρίστηση,απόλαυση,Greek,RN
forward,forwards,person_741,εμπρός,διαβιβάζει,Greek,RY
do,can,person_741,κάνουμε,μπορεί,Greek,RV
keen,fanatic,person_1573,έντονο,φανατικός,Greek,RJ
sincerely,faithfully,person_1573,ειλικρινά,πιστά,Greek,RY
have,get,person_1573,έχουν,πάρετε,Greek,RV
winning,win,person_2155,κερδίζοντας,νίκη,Greek,RN
sleep,live,person_2155,κοιμηθεί,ζουν,Greek,RV
necessity,must,person_2155,αναγκαιότητα,πρέπει,Greek,RN
does,enjoys,person_2155,κάνει,απολαμβάνει,Greek,RV
Mrs,misses,person_468,κυρία,δεσποινίδες,Greek,RN
then,there,person_468,στη συνέχεια,εκεί,Greek,RY
work,job,person_468,εργασία,δουλειά,Greek,RN
must,would,person_468,πρέπει,θα,Greek,RV
suffer,have,person_468,υποφέρουν,έχουν,Greek,RV
boyfriend,friend,person_468,φίλο,φίλο,Greek,RN
agree,suggest,person_468,συμφωνούν,προτείνουν,Greek,RV
employer,job,person_722,εργοδότη,δουλειά,Greek,RN
will,could,person_722,θα,θα μπορούσε,Greek,RV
sit,give,person_2149,καθίσει,δώσει,Greek,RV
staying,living,person_2149,διαμένουν,ζουν,Greek,RV
equipment,instruments,person_2149,εξοπλισμός,όργανα,Greek,RN
teachers,professors,person_2149,δάσκαλοι,καθηγητές,Greek,RN
pitch,field,person_2149,αγωνιστικό χώρο,πεδίο,Greek,RN
have,got,person_2363,έχουν,πήρε,Greek,RV
attend,follow,person_2176,παρακολουθήσουν,ακολουθήστε,Greek,RV
was,had,person_2176,ήταν,είχε,Greek,RV
funny,humor,person_2176,αστείο,χιούμορ,Greek,RJ
trip,travel,person_1888,ταξίδι,ταξίδια,Greek,RN
mentioned,written,person_1888,αναφέρεται,γραπτή,Greek,RV
tiring,tired,person_1888,κουραστική,κουρασμένος,Greek,RJ
was,had,person_1888,ήταν,είχε,Greek,RV
do,make,person_1336,κάνουμε,κάνουν,Greek,RV
want,will,person_1336,θέλουν,θα,Greek,RV
really,very,person_1336,πραγματικά,πολύ,Greek,RY
don't,hadn't,person_1336,μην,hadnt,Greek,RV
should,shall,person_2507,πρέπει,πρέπει,Greek,RV
became,made,person_2507,έγινε,κατασκευασμένα,Greek,RV
steps,footsteps,person_2507,βήματα,χνάρια,Greek,RN
activity,sector,person_176,δραστηριότητα,τομέα,Greek,RN
clothes,cloths,person_176,ρούχα,υφάσματα,Greek,RN
drinks,drinkings,person_176,ποτά,,Greek,RN
get,have,person_176,πάρετε,έχουν,Greek,RV
sincerely,faithfully,person_176,ειλικρινά,πιστά,Greek,RY
trip,travel,person_2713,ταξίδι,ταξίδια,Greek,RN
be,live,person_2713,είναι,ζουν,Greek,RV
Spending,Stay,person_2713,ξοδεύουν,μείνετε,Greek,RV
holiday,trip,person_2713,διακοπών,ταξίδι,Greek,RN
opportunity,chance,person_2713,ευκαιρία,ευκαιρία,Greek,RN
went,entered,person_2713,πήγε,εισήλθε,Greek,RV
moment,time,person_2713,στιγμή,χρόνο,Greek,RN
got,went,person_2713,πήρε,πήγε,Greek,RV
should,shall,person_165,πρέπει,πρέπει,Greek,RV
give,bring,person_165,δώσει,φέρει,Greek,RV
matters,question,person_165,θέματα,ερώτηση,Greek,RN
make,do,person_165,κάνουν,κάνουμε,Greek,RV
have,do,person_165,έχουν,κάνουμε,Greek,RV
should,must,person_165,πρέπει,πρέπει,Greek,RV
be,have,person_165,είναι,έχουν,Greek,RV
prize,price,person_825,βραβείο,τιμή,Greek,RN
faithfully,sincerely,person_825,πιστά,ειλικρινά,Greek,RY
exciting,excited,person_825,συναρπαστικό,ενθουσιασμένος,Greek,RJ
stage,scene,person_825,στάδιο,σκηνή,Greek,RN
stay,live,person_2113,μείνετε,ζουν,Greek,RV
camp,campus,person_2113,στρατόπεδο,πανεπιστημιούπολη,Greek,RN
bring,get,person_2113,φέρει,πάρετε,Greek,RV
check,look,person_2113,ελέγξτε,κοιτάξτε,Greek,RV
dry,dried,person_2113,στεγνό,αποξηραμένα,Greek,RJ
stay,live,person_1618,μείνετε,ζουν,Greek,RV
should,have,person_1618,πρέπει,έχουν,Greek,RV
recent,previous,person_1618,πρόσφατους,προηγούμενη,Greek,RJ
do,give,person_1618,κάνουμε,δώσει,Greek,RV
rehearsal,performance,person_1618,πρόβα,επιδόσεις,Greek,RN
chance,change,person_553,ευκαιρία,αλλαγή,Greek,RN
compatible,suitable,person_553,συμβατό,κατάλληλο,Greek,RJ
time,hour,person_553,χρόνο,ώρα,Greek,RN
going,having,person_553,πρόκειται,έχοντας,Greek,RV
clear,sure,person_553,σαφές,σίγουρος,Greek,RJ
would,should,person_2141,θα,πρέπει,Greek,RV
very,more,person_2141,πολύ,πιο,Greek,RY
would,shall,person_2141,θα,πρέπει,Greek,RV
sincerely,Faithfully,person_2141,ειλικρινά,πιστά,Greek,RY
think,thin,person_2141,σκεφτείτε,λεπτό,Greek,RV
chance,change,person_2630,ευκαιρία,αλλαγή,Greek,RN
chance,change,person_2630,ευκαιρία,αλλαγή,Greek,RN
opportunity,possibility,person_2630,ευκαιρία,δυνατότητα,Greek,RN
role,rule,person_2630,ρόλο,κανόνα,Greek,RN
change,changing,person_2630,αλλαγή,μεταβαλλόμενες,Greek,RN
leads,end,person_2630,οδηγεί,τερματίσετε,Greek,RV
day,date,person_1259,ημέρα,ημερομηνία,Greek,RN
test,try,person_1259,δοκιμάσετε,προσπαθήστε,Greek,RV
plane,plain,person_1259,αεροπλάνο,πεδιάδα,Greek,RN
interested,interesting,person_1263,ενδιαφέρονται,ενδιαφέρον,Greek,RJ
recharge,charge,person_1263,επαναφορτίσετε,χρεώνουν,Greek,RV
job,work,person_1263,δουλειά,εργασία,Greek,RN
visit,see,person_2672,επισκεφθείτε,δείτε,Greek,RV
will,should,person_945,θα,πρέπει,Greek,RV
includes,concludes,person_945,περιλαμβάνει,συμπεραίνω,Greek,RV
see,notice,person_945,δείτε,παρατηρήσετε,Greek,RV
interested,interesting,person_945,ενδιαφέρονται,ενδιαφέρον,Greek,RJ
reason,goal,person_945,λόγο,στόχος,Greek,RN
