c,i,id,l1_c,l1_i,language,type,code,l2_sim_cc_5,l2_sim_cc_10,l2_sim_cc_25,l2_sim_cc_50,l2_sim_cc_75,l2_sim_cc_100,l1_sim_cc_5,l1_sim_cc_10,l1_sim_cc_25,l1_sim_cc_50,l1_sim_cc_75,l1_sim_cc_100,case_id
dependence,independence,person_1194,dependencia,independencia,Spanish,RN,es,0.3449711799621582,0.30596303939819336,0.32568401098251343,0.29557132720947266,0.2783874273300171,0.26430073380470276,0.38967570662498474,0.3942604660987854,0.3497740924358368,0.3517158031463623,0.3407319188117981,0.33714574575424194,case_3945
was,got,person_2674,fue,tiene,Spanish,RV,es,0.45015841722488403,0.46091753244400024,0.42170435190200806,0.4047408699989319,0.3974990248680115,0.38672733306884766,0.3172876834869385,0.361253023147583,0.32869482040405273,0.31960833072662354,0.30857348442077637,0.30076801776885986,case_3946
ago,before,person_2674,hace,antes,Spanish,RY,es,0.35930201411247253,0.3426876366138458,0.34873995184898376,0.3320136070251465,0.3195089101791382,0.3118569552898407,0.3488895297050476,0.31397005915641785,0.3104158639907837,0.30963820219039917,0.30519846081733704,0.30091309547424316,case_3947
leave,get,person_2674,dejar,conseguir,Spanish,RV,es,0.3553159832954407,0.3589361011981964,0.3269820213317871,0.3155747652053833,0.3198201656341553,0.31903505325317383,0.399242639541626,0.3696298599243164,0.3443601131439209,0.3365219235420227,0.3366255760192871,0.33706068992614746,case_3948
sir,mr,person_2648,señor,sr.,Spanish,RN,es,0.33226698637008667,0.3219148516654968,0.30407196283340454,0.28567802906036377,0.28001493215560913,0.2775406837463379,0.438923180103302,0.44133442640304565,0.4189644455909729,0.37329337000846863,0.35666701197624207,0.34648004174232483,case_3949
showing,performing,person_2648,mostrando,escénicas,Spanish,RV,es,0.2836482524871826,0.2344949096441269,0.22533684968948364,0.2088763415813446,0.19426819682121277,0.19394803047180176,0.12835903465747833,0.12194521725177765,0.11693678796291351,0.11560430377721786,0.11369910836219788,0.11110979318618774,case_3950
express,show,person_2264,expresar,mostrar,Spanish,RV,es,0.12548720836639404,0.11296801269054413,0.10026098787784576,0.09664780646562576,0.10071864724159241,0.10489985346794128,0.4820176064968109,0.4501197040081024,0.4350264072418213,0.4370366334915161,0.4352948069572449,0.423772931098938,case_3951
game,match,person_2264,juego,partido,Spanish,RN,es,0.32443273067474365,0.3061141073703766,0.28904157876968384,0.27826234698295593,0.27174365520477295,0.26218730211257935,0.3766588568687439,0.33150923252105713,0.3303169012069702,0.3179267644882202,0.310404896736145,0.29629093408584595,case_3952
tell,say,person_2264,dile,decir,Spanish,RV,es,0.6465024948120117,0.5864979028701782,0.5321345329284668,0.49925416707992554,0.48385900259017944,0.47163161635398865,0.2250673770904541,0.23635366559028625,0.22003960609436035,0.21161188185214996,0.20715782046318054,0.2031117081642151,case_3953
hygiene,cleaning,person_1744,higiene,limpieza,Spanish,RN,es,0.364722341299057,0.3499326705932617,0.3388804495334625,0.3279721736907959,0.323570191860199,0.31724128127098083,0.5193179845809937,0.47549915313720703,0.47156673669815063,0.4314051866531372,0.41978874802589417,0.4037237763404846,case_3954
need,used,person_1744,necesita,utilizado,Spanish,RV,es,0.3373340368270874,0.28864967823028564,0.2547374367713928,0.2381908893585205,0.2331421971321106,0.2338225543498993,0.27171164751052856,0.2778569757938385,0.2732553482055664,0.26401758193969727,0.2568429112434387,0.2547805607318878,case_3955
do,find,person_1744,hacer,encontrar,Spanish,RV,es,0.32937294244766235,0.3672208786010742,0.35643085837364197,0.33603978157043457,0.3285706639289856,0.32250282168388367,0.42910856008529663,0.4052792191505432,0.3730974495410919,0.36249685287475586,0.3656036853790283,0.3703938126564026,case_3956
talk,speak,person_2107,hablar,hablar,Spanish,RV,es,0.30054807662963867,0.29935184121131897,0.27036839723587036,0.2515953779220581,0.2374081015586853,0.22294041514396667,0.7893118858337402,0.7335126399993896,0.6827765703201294,0.6485371589660645,0.6294019818305969,0.6151583194732666,case_3957
said,announce,person_578,dijo,anunciar,Spanish,RV,es,0.17017756402492523,0.17977608740329742,0.16556692123413086,0.17595542967319489,0.16655850410461426,0.16018474102020264,0.3365161418914795,0.34117522835731506,0.3338552415370941,0.3084218502044678,0.2959210276603699,0.29219305515289307,case_3958
lit,lightened,person_426,encendió,aligerado,Spanish,RV,es,0.27806222438812256,0.26868245005607605,0.24814116954803467,0.2359238862991333,0.22273465991020203,0.2187124788761139,0.054479748010635376,0.06354080140590668,0.0814313143491745,0.08865360170602798,0.09283135831356049,0.09611371159553528,case_3959
notifying,noticing,person_1167,notificación,notar,Spanish,RV,es,0.3352040648460388,0.30762892961502075,0.2855159640312195,0.2803674340248108,0.27343466877937317,0.2648446559906006,0.19039182364940643,0.1780826449394226,0.18642111122608185,0.1828741431236267,0.1790482997894287,0.17175161838531494,case_3960
camp,camping,person_1167,campamento,camping,Spanish,RN,es,0.43051087856292725,0.4324883222579956,0.4178522825241089,0.4192839562892914,0.4127713441848755,0.39752352237701416,0.4556637108325958,0.46456748247146606,0.43239009380340576,0.40361347794532776,0.39453256130218506,0.378795325756073,case_3961
buy,afford,person_1167,comprar,permitirse,Spanish,RV,es,0.44392988085746765,0.3985392451286316,0.41170734167099,0.385018527507782,0.36595118045806885,0.35385847091674805,0.40308454632759094,0.36506253480911255,0.3342486321926117,0.325064480304718,0.3155152201652527,0.31414544582366943,case_3962
go,move,person_1167,ir,mover,Spanish,RV,es,0.2697417736053467,0.257332980632782,0.23502227663993835,0.2397775948047638,0.23555326461791992,0.2394142746925354,0.15709099173545837,0.15846672654151917,0.15819309651851654,0.15050873160362244,0.14609020948410034,0.1446058303117752,case_3963
pressure,stress,person_2446,presión,estrés,Spanish,RN,es,0.4458063244819641,0.4122764468193054,0.3784317374229431,0.3699236214160919,0.3391208350658417,0.3274576663970947,0.3210456371307373,0.3175514340400696,0.29673340916633606,0.2817447781562805,0.27551668882369995,0.27163153886795044,case_3964
things,points,person_2763,cosas,puntos,Spanish,RN,es,0.23231984674930573,0.2139984667301178,0.21265846490859985,0.19363024830818176,0.18396681547164917,0.17063765227794647,0.1501578986644745,0.13776639103889465,0.13368439674377441,0.13324445486068726,0.13350358605384827,0.1338721513748169,case_3965
good,well,person_2583,buena,bien,Spanish,RJ,es,0.4195498824119568,0.38746416568756104,0.3695948123931885,0.36305034160614014,0.3603937327861786,0.35601431131362915,0.4200429916381836,0.3873063921928406,0.36329805850982666,0.3613380193710327,0.34885865449905396,0.3444274067878723,case_3966
subject,reason,person_2583,sujeto,razón,Spanish,RN,es,0.20700231194496155,0.18822290003299713,0.18268871307373047,0.17746511101722717,0.17755785584449768,0.17606419324874878,0.14613333344459534,0.13471369445323944,0.15137223899364471,0.168161079287529,0.17614375054836273,0.17347601056098938,case_3967
campsite,camping,person_358,camping,camping,Spanish,RN,es,0.6608662605285645,0.6459355354309082,0.5975369215011597,0.5604049563407898,0.5301544666290283,0.5058072209358215,0.7845374345779419,0.7121319770812988,0.6254871487617493,0.5718846321105957,0.5442025065422058,0.5262768268585205,case_3968
do,take,person_358,hacer,tomar,Spanish,RV,es,0.33333075046539307,0.3319131135940552,0.34107351303100586,0.3297252058982849,0.3112753629684448,0.3064417243003845,0.42652440071105957,0.4251500070095062,0.39294353127479553,0.37767621874809265,0.37160032987594604,0.37026724219322205,case_3969
painting,making,person_358,pintura,hacer,Spanish,RV,es,0.1391298919916153,0.14706310629844666,0.14673008024692535,0.13805171847343445,0.13192777335643768,0.13282254338264465,0.13798043131828308,0.13465020060539246,0.1381966471672058,0.12860754132270813,0.12958559393882751,0.12739096581935883,case_3970
ask,add,person_358,preguntar,añadir,Spanish,RV,es,0.21551178395748138,0.20996788144111633,0.24113301932811737,0.23841449618339539,0.22590598464012146,0.21957507729530334,0.3360162377357483,0.31677454710006714,0.31694942712783813,0.3097957670688629,0.30298569798469543,0.3006088137626648,case_3971
accurate,truly,person_358,precisa,verdaderamente,Spanish,RJ,es,0.20549152791500092,0.1984449326992035,0.21670371294021606,0.2159729152917862,0.20991526544094086,0.20248131453990936,0.24428465962409973,0.2583659887313843,0.25673848390579224,0.2568908929824829,0.2502622604370117,0.2414562702178955,case_3972
ways,manners,person_358,maneras,modales,Spanish,RN,es,0.25462183356285095,0.2078361213207245,0.1986425518989563,0.18202289938926697,0.17568472027778625,0.17953237891197205,0.26746535301208496,0.21672004461288452,0.2051677256822586,0.20250624418258667,0.1998055875301361,0.20200243592262268,case_3973
vengeance,revenge,person_358,venganza,venganza,Spanish,RN,es,0.742618203163147,0.6811984181404114,0.6190270185470581,0.558880090713501,0.5211108922958374,0.49351418018341064,0.7486217617988586,0.6964337825775146,0.6258037090301514,0.5684244632720947,0.5381469130516052,0.518944501876831,case_3974
tendency,trend,person_358,tendencia,tendencia,Spanish,RN,es,0.3078000545501709,0.30038177967071533,0.25487685203552246,0.23789240419864655,0.2279488444328308,0.2258792519569397,0.7417577505111694,0.6810078620910645,0.6055464744567871,0.5550836324691772,0.5295149087905884,0.5126318335533142,case_3975
aspect,point,person_358,aspecto,punto,Spanish,RN,es,0.3254741430282593,0.29043620824813843,0.2861735224723816,0.27545368671417236,0.2617757022380829,0.2566460072994232,0.34859687089920044,0.32950559258461,0.34154629707336426,0.33003759384155273,0.32557016611099243,0.3223420977592468,case_3976
show,spectacle,person_24,espectáculo,espectáculo,Spanish,RN,es,0.2574021816253662,0.25844207406044006,0.2514396607875824,0.23094922304153442,0.22211578488349915,0.21330145001411438,0.8090125322341919,0.7522562742233276,0.6734813451766968,0.6177297830581665,0.5880398154258728,0.5682950019836426,case_3977
got,found,person_24,tiene,encontrado,Spanish,RV,es,0.3774496018886566,0.3710660934448242,0.3467625379562378,0.3400135636329651,0.3333945572376251,0.33004558086395264,0.25095635652542114,0.2706860601902008,0.25694018602371216,0.2512405216693878,0.2532413601875305,0.25039857625961304,case_3978
thoughts,impression,person_24,pensamientos,impresión,Spanish,RN,es,0.2375999540090561,0.20696476101875305,0.21688736975193024,0.20612269639968872,0.20464695990085602,0.20550799369812012,0.1558344066143036,0.14615842700004578,0.14461395144462585,0.13832595944404602,0.13306137919425964,0.12983053922653198,case_3979
stay,go,person_1584,quedarse,ir,Spanish,RV,es,0.27739766240119934,0.2680901885032654,0.24821369349956512,0.23161405324935913,0.2200254201889038,0.2147483229637146,0.2346518635749817,0.20996734499931335,0.21376889944076538,0.20241448283195496,0.19633692502975464,0.19515390694141388,case_3980
ask,demand,person_358,preguntar,demandar,Spanish,RV,es,0.18184418976306915,0.20124551653862,0.16910873353481293,0.15076860785484314,0.13824588060379028,0.13510029017925262,0.3743581771850586,0.3575143814086914,0.33771616220474243,0.32616573572158813,0.3253275454044342,0.3211580216884613,case_3981
duet,duo,person_1584,dueto,dúo,Spanish,RN,es,0.44027847051620483,0.3963577151298523,0.3631242513656616,0.36021745204925537,0.34648260474205017,0.3527221083641052,0.7590707540512085,0.6555700302124023,0.5575215816497803,0.5141171216964722,0.48653697967529297,0.47484034299850464,case_3982
plan,make,person_1220,planificar,hacer,Spanish,RV,es,0.22235144674777985,0.22152161598205566,0.19832897186279297,0.19508223235607147,0.19197091460227966,0.1950056105852127,0.4131685495376587,0.381668359041214,0.35548099875450134,0.3626476526260376,0.35465359687805176,0.3506653904914856,case_3983
especially,specially,person_1220,especialmente,especialmente,Spanish,RY,es,0.34219878911972046,0.33667248487472534,0.2956363558769226,0.2686932384967804,0.2626763582229614,0.2625589668750763,0.8242042660713196,0.7389928102493286,0.6539099812507629,0.6008429527282715,0.5704267621040344,0.5498055219650269,case_3984
recipes,food,person_1220,recetas,alimentos,Spanish,RN,es,0.358590304851532,0.33103102445602417,0.3233886957168579,0.2996576428413391,0.28752487897872925,0.2878931164741516,0.27577701210975647,0.2682834267616272,0.26571527123451233,0.2541077733039856,0.25695857405662537,0.25743573904037476,case_3985
get,make,person_1220,conseguir,hacer,Spanish,RV,es,0.37956053018569946,0.41317057609558105,0.4066177010536194,0.3878031373023987,0.3760313391685486,0.36926937103271484,0.4704558849334717,0.4412933588027954,0.41494104266166687,0.3944805860519409,0.38848739862442017,0.38324499130249023,case_3986
make,do,person_236,hacer,hacer,Spanish,RV,es,0.3964872360229492,0.3972426652908325,0.3771708309650421,0.377427339553833,0.3655977249145508,0.36141714453697205,0.7949799299240112,0.7470732927322388,0.6887123584747314,0.6448253393173218,0.6220111846923828,0.6071100234985352,case_3987
trip,travel,person_236,viaje,viaje,Spanish,RN,es,0.4664924144744873,0.4337632656097412,0.4204699695110321,0.3999059200286865,0.410950243473053,0.4100133180618286,0.7552014589309692,0.7086328864097595,0.6577489376068115,0.6237364411354065,0.5978444218635559,0.5768713355064392,case_3988
move,translate,person_236,mover,traducir,Spanish,RV,es,0.18362705409526825,0.15878596901893616,0.127644881606102,0.11957117170095444,0.1301717609167099,0.13994038105010986,0.30456769466400146,0.28491637110710144,0.25511690974235535,0.2442089021205902,0.2383991777896881,0.24851205945014954,case_3989
hope,believe,person_236,espero,creer,Spanish,RV,es,0.4581044912338257,0.4031299948692322,0.369912713766098,0.3390153646469116,0.3286508321762085,0.33183610439300537,0.26319605112075806,0.24564969539642334,0.23720623552799225,0.23194018006324768,0.2328726351261139,0.23504510521888733,case_3990
sincerely,faithfully,person_236,sinceramente,fielmente,Spanish,RY,es,0.34077179431915283,0.32544708251953125,0.3217964768409729,0.2979416847229004,0.2894834578037262,0.2768603563308716,0.26992830634117126,0.27810901403427124,0.2778828740119934,0.26845648884773254,0.26566386222839355,0.2622610628604889,case_3991
latest,last,person_236,últimos,última,Spanish,RJ,es,0.2839202284812927,0.28450095653533936,0.2521834969520569,0.2485082745552063,0.23861679434776306,0.22977948188781738,0.26681774854660034,0.251518189907074,0.23120303452014923,0.22172796726226807,0.21245348453521729,0.2101745307445526,case_3992
afterwards,after,person_1306,luego,después,Spanish,RY,es,0.5406426191329956,0.5305905342102051,0.46500319242477417,0.4456033706665039,0.4230499267578125,0.4080672860145569,0.7737901210784912,0.7134147882461548,0.5878362059593201,0.5390415191650391,0.5160304307937622,0.507145881652832,case_3993
want,like,person_1306,quiero,gusta,Spanish,RV,es,0.5281713008880615,0.510770857334137,0.4850226044654846,0.4689836800098419,0.4439934492111206,0.42967432737350464,0.4528006315231323,0.42510825395584106,0.41962629556655884,0.4023909866809845,0.3921595811843872,0.3885822892189026,case_3994
sincerely,faithfully,person_1306,sinceramente,fielmente,Spanish,RY,es,0.34077179431915283,0.32544708251953125,0.3217964768409729,0.2979416847229004,0.2894834578037262,0.2768603563308716,0.26992830634117126,0.27810901403427124,0.2778828740119934,0.26845648884773254,0.26566386222839355,0.2622610628604889,case_3995
beginner,start,person_1220,principiante,comienzo,Spanish,RN,es,0.21340231597423553,0.19284415245056152,0.1803465187549591,0.16449034214019775,0.16142001748085022,0.15882816910743713,0.25820690393447876,0.2373020350933075,0.22499150037765503,0.21097734570503235,0.2106589525938034,0.2041657567024231,case_3996
trip,travel,person_358,viaje,viaje,Spanish,RN,es,0.4664924144744873,0.4337632656097412,0.4204699695110321,0.3999059200286865,0.410950243473053,0.4100133180618286,0.7552014589309692,0.7086328864097595,0.6577489376068115,0.6237364411354065,0.5978444218635559,0.5768713355064392,case_3997
get,find,person_372,conseguir,encontrar,Spanish,RV,es,0.3981893062591553,0.4346562922000885,0.4377937912940979,0.39427056908607483,0.38113805651664734,0.3684448003768921,0.5501835942268372,0.5044223070144653,0.47869011759757996,0.44493961334228516,0.43428051471710205,0.42967769503593445,case_3998
