c,i,id,l1_c,l1_i,language,type,code,english_overlap
playing,performing,person_2798,玩,表演,Chinese (Simplified),RV,zh,0.2806754366013303
rare,special,person_2798,罕见,特殊,Chinese (Simplified),RJ,zh,0.3017103981369969
has,gets,person_2798,有,获取,Chinese (Simplified),RV,zh,0.3422415333672135
costume,clothes,person_3096,服装,衣服,Chinese (Simplified),RN,zh,0.3648155767116278
take,make,person_3096,采取,使,Chinese (Simplified),RV,zh,0.3472832521144307
prize,gift,person_3096,奖,礼物,Chinese (Simplified),RN,zh,0.25902136694887795
suite,suit,person_3096,套房,西装,Chinese (Simplified),RN,zh,0.13454826380712964
questions,doubts,person_3241,问题,疑虑,Chinese (Simplified),RN,zh,0.3964194361300283
help,make,person_3241,帮助,使,Chinese (Simplified),RV,zh,0.3565637505766746
let,make,person_3241,让,使,Chinese (Simplified),RV,zh,0.3744327559601076
ways,points,person_3241,方式,点,Chinese (Simplified),RN,zh,0.17178218705766973
specially,especially,person_3241,专门,特别是,Chinese (Simplified),RY,zh,0.33052717780937146
learn,know,person_3241,学习,知道,Chinese (Simplified),RV,zh,0.41403447946927796
well,nicely,person_3241,好,好听,Chinese (Simplified),RY,zh,0.5364446022618521
leaves,starts,person_3278,叶,开始,Chinese (Simplified),RV,zh,0.2551881403583244
are,gathers,person_3278,是,聚集,Chinese (Simplified),RV,zh,0.11340516871789132
home,family,person_3278,回家,家庭,Chinese (Simplified),RN,zh,0.31309779807686827
item,equipment,person_3278,项目,设备,Chinese (Simplified),RN,zh,0.1901920479760584
listening,hearing,person_3278,听力,听到,Chinese (Simplified),RV,zh,0.37402585589793425
longer,more,person_3278,长,更,Chinese (Simplified),RY,zh,0.39799172386797854
pleased,grateful,person_2992,高兴,感激,Chinese (Simplified),RJ,zh,0.4833131270638115
acquire,get,person_2992,获得,得到,Chinese (Simplified),RV,zh,0.2708440905983662
attend,attempt,person_3252,出席,尝试,Chinese (Simplified),RV,zh,0.15500170599959362
attendance,attempt,person_3252,考勤,尝试,Chinese (Simplified),RN,zh,0.0506264509724369
activities,event,person_3252,活动,事件,Chinese (Simplified),RN,zh,0.2350420666381876
clothes,cloths,person_3252,衣服,布,Chinese (Simplified),RN,zh,0.5626046156686393
even,still,person_575,mesmo,ainda,Portuguese,RY,pt,0.4981947089696777
provide,have,person_575,fornecer,ter,Portuguese,RV,pt,0.2441639172147841
teach,know,person_575,ensinar,sei,Portuguese,RV,pt,0.3172282758160201
addition,addictions,person_575,adição,vícios,Portuguese,RN,pt,0.00925355076411706
believe,hope,person_575,acreditar,espero,Portuguese,RV,pt,0.3785472880855535
news,notices,person_575,notícias,avisos,Portuguese,RN,pt,0.1893763645486885
change,changing,person_2695,mudança,mudando,Portuguese,RN,pt,0.5680025546732578
could,would,person_2695,poderia,iria,Portuguese,RV,pt,0.6650887562282077
repairs,work,person_2695,reparos,trabalho,Portuguese,RN,pt,0.19232271617825092
leisure,distractions,person_2695,lazer,distrações,Portuguese,RN,pt,0.20958513140613544
suffer,have,person_2695,sofrer,ter,Portuguese,RV,pt,0.24381255659655782
understanding,comprehensible,person_2695,compreensão,compreensível,Portuguese,RJ,pt,0.3288239411149415
waste,polluted,person_2695,resíduos,poluído,Portuguese,RJ,pt,0.3088241342913141
promised,said,person_1203,prometeu,disse,Portuguese,RV,pt,0.23830044964537161
promises,tell,person_2496,promete,dizer,Portuguese,RV,pt,0.17619886128893736
has,do,person_2496,tem,fazer,Portuguese,RV,pt,0.19689689376576924
disgrace,shame,person_2496,desgraça,vergonha,Portuguese,RN,pt,0.5828787010350416
got,happened,person_2496,tem,aconteceu,Portuguese,RV,pt,0.3503582502490029
away,distant,person_2496,afastado,distante,Portuguese,RY,pt,0.20583245487790833
become,turned,person_2496,tornar,transformou,Portuguese,RV,pt,0.24212046723833625
liked,enjoyed,person_2537,gostava,apreciado,Portuguese,RV,pt,0.5450652147578608
promised,suggested,person_2537,prometeu,sugeriu,Portuguese,RV,pt,0.2888634386374249
was,got,person_2537,foi,tem,Portuguese,RV,pt,0.45021301940745917
think,brainstorm,person_2537,pensar,debater,Portuguese,RV,pt,0.19227208867482615
appeared,was,person_1201,apareceu,foi,Portuguese,RV,pt,0.38230006530944677
published,written,person_1201,publicado,escrito,Portuguese,RV,pt,0.43504250412463036
do,make,person_1201,fazer,fazer,Portuguese,RV,pt,0.3857835826030168
advancing,increasing,person_1201,avançando,aumentar,Portuguese,RV,pt,0.33849460255787034
recently,lately,person_1110,recentemente,ultimamente,Portuguese,RY,pt,0.35642494137402436
irritated,nervous,person_1110,irritado,nervoso,Portuguese,RJ,pt,0.36258303041369855
cook,cooker,person_1110,cozinheiro,fogão,Portuguese,RN,pt,0.4761547664472918
was,become,person_525,foi,tornar,Portuguese,RV,pt,0.2384436739108482
advertised,announced,person_525,anunciado,anunciou,Portuguese,RV,pt,0.19354226097951277
having,taking,person_525,tendo,tomando,Portuguese,RV,pt,0.3366528159423313
so,thus,person_525,então,assim,Portuguese,RY,pt,0.3249629024166675
saw,noted,person_525,vi,observou,Portuguese,RV,pt,0.3921839281122508
tell,say,person_525,dizer,dizer,Portuguese,RV,pt,0.5707501672534092
also,besides,person_525,também,além,Portuguese,RY,pt,0.3029263913426048
came,become,person_525,veio,tornar,Portuguese,RV,pt,0.2046295705400772
games,plays,person_525,jogos,execuções,Portuguese,RN,pt,0.33876316335250356
haven't,didn't,person_525,não,não,Portuguese,RV,pt,0.7383181606237983
go,stay,person_525,ir,ficar,Portuguese,RV,pt,0.2619981334178497
exchange,change,person_525,trocar,mudar,Portuguese,RV,pt,0.16184201591021763
got,had,person_651,tem,tinha,Portuguese,RV,pt,0.5548759252093133
stated,mentioned,person_651,afirmou,mencionado,Portuguese,RV,pt,0.5559111402566369
get,have,person_651,obter,ter,Portuguese,RV,pt,0.46326255603942595
could,would,person_651,poderia,iria,Portuguese,RV,pt,0.6650887562282077
could,would,person_651,poderia,iria,Portuguese,RV,pt,0.6650887562282077
complaint,complaining,person_137,queixa,reclamando,Portuguese,RN,pt,0.3963838959838608
get,have,person_137,obter,ter,Portuguese,RV,pt,0.46326255603942595
well,exactly,person_137,poço,exatamente,Portuguese,RY,pt,0.306970030034727
advancing,growing,person_137,avançando,crescente,Portuguese,RV,pt,0.22220890937347929
yesterday,last,person_2194,ontem,última,Portuguese,RJ,pt,0.3793034638717666
stressful,stressed,person_2194,estressante,estressado,Portuguese,RJ,pt,0.39744689465214383
setting,letting,person_2194,definir,deixar,Portuguese,RV,pt,0.1933182286313438
intelligence,attention,person_2194,inteligência,atenção,Portuguese,RN,pt,0.14730800855135245
ways,manners,person_2194,maneiras,maneiras,Portuguese,RN,pt,0.20315254969402335
stated,marked,person_1648,afirmou,marcado,Portuguese,RV,pt,0.23356497016683841
getting,having,person_335,ficando,tendo,Portuguese,RV,pt,0.47454061251037477
promises,says,person_335,promete,diz,Portuguese,RV,pt,0.11105614167050706
notice,advise,person_335,observe,aconselhar,Portuguese,RN,pt,0.25923458295124735
mass,massive,person_335,maciça,maciça,Portuguese,RJ,pt,0.24935012826230468
ordinary,common,person_335,ordinário,comum,Portuguese,RJ,pt,0.2518592711755224
allowed,provided,person_335,permitido,fornecido,Portuguese,RV,pt,0.2869085090723986
broadened,made,person_335,ampliou,feito,Portuguese,RV,pt,0.11742841855430272
deal,amount,person_335,acordo,quantidade,Portuguese,RN,pt,0.20366213296736466
performed,presented,person_654,executada,apresentado,Portuguese,RV,pt,0.28969113415807
inaccurate,wrong,person_654,impreciso,errado,Portuguese,RJ,pt,0.3813380591186989
include,have,person_654,incluem,ter,Portuguese,RV,pt,0.18667589013619929
distances,makes,person_654,distancia,faz,Portuguese,RV,pt,0.11425013795348528
might,can,person_246,pode,pode,Portuguese,RV,pt,0.6471859725562046
shop,buy,person_246,comprar,comprar,Portuguese,RV,pt,0.3403410515525036
create,bring,person_246,criar,trazer,Portuguese,RV,pt,0.3579817871469745
was,stayed,person_1938,foi,ficado,Portuguese,RV,pt,0.384784402780269
thought,knew,person_1938,pensei,sabia,Portuguese,RV,pt,0.6400730320225734
advertisement,propaganda,person_1938,anúncio,propaganda,Portuguese,RN,pt,0.31936881247742943
was,had,person_1938,foi,tinha,Portuguese,RV,pt,0.5504916256985617
get,have,person_1938,obter,ter,Portuguese,RV,pt,0.46326255603942595
complain,complement,person_1938,reclamar,complementar,Portuguese,RV,pt,0.019769144323128034
get,have,person_1938,obter,ter,Portuguese,RV,pt,0.46326255603942595
doing,getting,person_1938,fazendo,ficando,Portuguese,RV,pt,0.40506326479340876
take,get,person_1938,levar,obter,Portuguese,RV,pt,0.48988491359918357
have,know,person_465,ter,sei,Portuguese,RV,pt,0.45810243809444146
almost,quite,person_465,quase,bastante,Portuguese,RY,pt,0.3715350369069901
had,earned,person_465,tinha,ganhou,Portuguese,RV,pt,0.21061023439441456
son,sun,person_465,filho,sol,Portuguese,RN,pt,0.0992569308598254
son,sun,person_465,filho,sol,Portuguese,RN,pt,0.0992569308598254
can,get,person_465,pode,obter,Portuguese,RV,pt,0.5044560116131716
fashions,clothes,person_465,modas,roupas,Portuguese,RN,pt,0.4620324027909397
lie,fraud,person_513,mentira,fraude,Portuguese,RN,pt,0.2741113695514644
has,could,person_513,tem,poderia,Portuguese,RV,pt,0.3394056238654177
excited,exciting,person_513,animado,emocionante,Portuguese,RJ,pt,0.4384039609207675
devices,facilities,person_513,dispositivos,instalações,Portuguese,RN,pt,0.17558793672687717
audience,public,person_260,audiência,público,Portuguese,RN,pt,0.21200947255409291
lover,love,person_260,amante,amor,Portuguese,RN,pt,0.28798906559427495
break,brake,person_260,quebrar,frear,Portuguese,RV,pt,0.14363833281888694
did,was,person_1731,fez,foi,Portuguese,RV,pt,0.45782219301326577
got,had,person_1731,tem,tinha,Portuguese,RV,pt,0.5548759252093133
advertised,written,person_1731,anunciado,escrito,Portuguese,RV,pt,0.1561232121343355
tell,say,person_1731,dizer,dizer,Portuguese,RV,pt,0.5707501672534092
advancing,increasing,person_1731,avançando,aumentar,Portuguese,RV,pt,0.33849460255787034
is,was,person_1731,é,foi,Portuguese,RV,pt,0.3339784050213123
get,have,person_1731,obter,ter,Portuguese,RV,pt,0.46326255603942595
gave,made,person_662,deu,feito,Portuguese,RV,pt,0.26322262480299674
pipe,tube,person_662,tubulação,tubo,Portuguese,RN,pt,0.3180930643893577
problems,troubles,person_662,problemas,problemas,Portuguese,RN,pt,0.5763401747312837
pay,cash,person_662,pagar,descontar,Portuguese,RV,pt,0.31573177006801656
obvious,evident,person_662,óbvio,evidente,Portuguese,RJ,pt,0.4749098120859073
opportunity,possibility,person_662,oportunidade,possibilidade,Portuguese,RN,pt,0.2976703341602577
has,is,person_662,tem,é,Portuguese,RV,pt,0.2942935593008687
created,granted,person_662,criado,concedido,Portuguese,RV,pt,0.1639276679667977
conveniences,facilities,person_662,conveniências,instalações,Portuguese,RN,pt,0.36593660350538293
fun,funny,person_2670,divertida,engraçado,Portuguese,RJ,pt,0.401619598331457
wear,use,person_2670,vestir,usar,Portuguese,RV,pt,0.15988042877815065
wear,use,person_2670,vestir,usar,Portuguese,RV,pt,0.15988042877815065
fun,funny,person_2670,divertida,engraçado,Portuguese,RJ,pt,0.401619598331457
wear,use,person_2670,vestir,usar,Portuguese,RV,pt,0.15988042877815065
wear,use,person_2670,vestir,usar,Portuguese,RV,pt,0.15988042877815065
decided,diced,person_940,decidiu,picado,Portuguese,RV,pt,0.07027748587847496
performed,presented,person_2459,executada,apresentado,Portuguese,RV,pt,0.28969113415807
provide,make,person_2459,fornecer,fazer,Portuguese,RV,pt,0.3201111601601756
things,aspects,person_2459,coisas,aspectos,Portuguese,RN,pt,0.3261305824718647
potential,facility,person_2459,potencial,facilidade,Portuguese,RN,pt,0.10288352769731832
created,caused,person_2459,criado,causado,Portuguese,RV,pt,0.234519280033804
things,aspects,person_2459,coisas,aspectos,Portuguese,RN,pt,0.3261305824718647
mess,mass,person_830,bagunça,massa,Portuguese,RN,pt,0.05711988223025337
were,seems,person_830,foram,parece,Portuguese,RV,pt,0.3238447048989187
disappointed,disappointing,person_830,desapontado,decepcionante,Portuguese,RJ,pt,0.592304820577084
show,section,person_830,visualizar,seção,Portuguese,RN,pt,0.1158254008538827
can,had,person_830,pode,tinha,Portuguese,RV,pt,0.3663358013068646
develops,goes,person_830,desenvolve,vai,Portuguese,RV,pt,0.394884755275113
needs,necessities,person_830,necessidades,necessidades,Portuguese,RN,pt,0.29811696450010483
intended,meant,person_788,pretendido,significava,Portuguese,RV,pt,0.5327388410939661
talked,spoke,person_788,conversamos,falou,Portuguese,RV,pt,0.6048084147797388
musical,play,person_213,musical,jogo,Portuguese,RN,pt,0.2517500694596637
give,have,person_213,dar,ter,Portuguese,RV,pt,0.3329099644836092
inventions,discoveries,person_213,invenções,descobertas,Portuguese,RN,pt,0.3623008200359846
opportunity,possibility,person_213,oportunidade,possibilidade,Portuguese,RN,pt,0.2976703341602577
made,been,person_2306,feito,sido,Portuguese,RV,pt,0.31573066145851064
means,ways,person_2306,meios,maneiras,Portuguese,RN,pt,0.21500522344096074
opportunities,facilities,person_2306,oportunidades,instalações,Portuguese,RN,pt,0.23186992247054705
ability,conditions,person_2306,capacidade,condições,Portuguese,RN,pt,0.12340144218855842
should,can,person_2306,deve,pode,Portuguese,RV,pt,0.6228122237327869
acting,starring,person_2311,agindo,estrelando,Portuguese,RV,pt,0.29462770574779734
had,passed,person_2311,tinha,passado,Portuguese,RV,pt,0.2889446305834401
cooked,did,person_2311,cozido,fez,Portuguese,RV,pt,0.13476313645043755
was,got,person_365,foi,tem,Portuguese,RV,pt,0.45021301940745917
contrary,differently,person_365,contrário,diferente,Portuguese,RY,pt,0.1654618484650799
stuck,stamped,person_365,preso,carimbado,Portuguese,RV,pt,0.18424759674069718
do,enjoy,person_1006,fazer,desfrutar,Portuguese,RV,pt,0.25922490955583033
make,do,person_1006,fazer,fazer,Portuguese,RV,pt,0.3857835826030168
put,get,person_1006,colocar,obter,Portuguese,RV,pt,0.4307614435757128
wide,big,person_1006,ampla,grande,Portuguese,RJ,pt,0.22934764016955603
dry,dried,person_1006,seco,secado,Portuguese,RJ,pt,0.5041636538832845
areas,part,person_183,áreas,parte,Portuguese,RN,pt,0.19791198731266807
used,use,person_2483,usado,usar,Portuguese,RV,pt,0.4659320581648232
surfing,surf,person_2483,surf,surf,Portuguese,RN,pt,0.6966891104569267
shopping,buy,person_2483,comprando,comprar,Portuguese,RV,pt,0.26256406768958956
compulsive,compulsory,person_2483,compulsivo,obrigatório,Portuguese,RJ,pt,0.07958189033472503
shopper,buyer,person_2483,comprador,comprador,Portuguese,RN,pt,0.3705720141700751
stamina,resistance,person_2657,resistência,resistência,Portuguese,RN,pt,0.26047666210590936
question,subject,person_2657,pergunta,assunto,Portuguese,RN,pt,0.23995496749888026
waste,kill,person_2657,desperdiçar,matar,Portuguese,RV,pt,0.1607850165899457
especially,specially,person_2657,especialmente,especialmente,Portuguese,RY,pt,0.33052717780937146
exams,tests,person_2655,exames,testes,Portuguese,RN,pt,0.45590064534344166
broke,broken,person_755,falido,quebrado,Portuguese,RJ,pt,0.5596035865589133
should,could,person_755,deve,poderia,Portuguese,RV,pt,0.5775937043096524
occasion,date,person_755,ocasião,data,Portuguese,RN,pt,0.15613904611931495
get,be,person_755,obter,ser,Portuguese,RV,pt,0.3814394076051616
trip,travel,person_2318,viagem,viagem,Portuguese,RN,pt,0.4148212561435649
away,out,person_2318,afastado,fora,Portuguese,RY,pt,0.4220361093561761
should,will,person_2318,deve,vai,Portuguese,RV,pt,0.6260343299404381
reply,answer,person_2318,responder,responder,Portuguese,RV,pt,0.4101200340498712
time,date,person_2442,tempo,data,Portuguese,RN,pt,0.26378020622931003
improve,increase,person_2442,melhorar,aumentar,Portuguese,RV,pt,0.42115864729071417
really,too,person_2442,realmente,também,Portuguese,RY,pt,0.4812153940233056
don't,aren't,person_2442,não,não,Portuguese,RV,pt,0.7757663342649237
met,known,person_2442,conheci,conhecido,Portuguese,RV,pt,0.1708467725573593
stressful,stressed,person_2442,estressante,estressado,Portuguese,RJ,pt,0.39744689465214383
especially,specially,person_2237,especialmente,especialmente,Portuguese,RY,pt,0.33052717780937146
assistants,sellers,person_2237,assistentes,vendedores,Portuguese,RN,pt,0.13011434215416148
off,of,person_2220,fora,de,Portuguese,RY,pt,0.17933089399105723
came,went,person_2220,veio,fui,Portuguese,RV,pt,0.6422990214311866
endure,bear,person_2594,suportar,suportar,Portuguese,RV,pt,0.218143663273476
art,artist,person_1329,arte,artista,Portuguese,RN,pt,0.4857381738738275
