c,i,id,l1_c,l1_i,language,type,code
have,take,person_50,ter,levar,Portuguese,RV,pt
work,job,person_50,trabalho,emprego,Portuguese,RN,pt
demands,charges,person_1453,exige,cobra,Portuguese,RV,pt
information,answers,person_932,informações,respostas,Portuguese,RN,pt
woke,work,person_932,acordou,trabalhar,Portuguese,RV,pt
wear,use,person_932,vestir,usar,Portuguese,RV,pt
went,came,person_932,fui,veio,Portuguese,RV,pt
go,get,person_932,ir,obter,Portuguese,RV,pt
spend,stay,person_2629,gastar,ficar,Portuguese,RV,pt
exams,tests,person_105,exames,testes,Portuguese,RN,pt
take,do,person_105,levar,fazer,Portuguese,RV,pt
exams,tests,person_105,exames,testes,Portuguese,RN,pt
be,stay,person_105,ser,ficar,Portuguese,RV,pt
boring,bored,person_105,chato,entediada,Portuguese,RJ,pt
lessons,classes,person_2574,lições,classes,Portuguese,RN,pt
chance,possibility,person_2574,chance,possibilidade,Portuguese,RN,pt
irritable,nervous,person_2574,irritável,nervoso,Portuguese,RJ,pt
phenomenon,fact,person_2574,fenômeno,fato,Portuguese,RN,pt
do,can,person_2574,fazer,pode,Portuguese,RV,pt
camp,campsite,person_1492,acampamento,campismo,Portuguese,RN,pt
listen,hear,person_1492,escute,ouvir,Portuguese,RV,pt
times,moments,person_1492,vezes,momentos,Portuguese,RN,pt
have,take,person_765,ter,levar,Portuguese,RV,pt
play,practice,person_765,jogar,praticar,Portuguese,RV,pt
beforehand,before,person_765,antemão,antes,Portuguese,RY,pt
go,make,person_765,ir,fazer,Portuguese,RV,pt
movies,cinema,person_765,filmes,cinema,Portuguese,RN,pt
staying,being,person_1218,ficar,sendo,Portuguese,RV,pt
like,will,person_1218,gosto,vai,Portuguese,RV,pt
sincerely,truthfully,person_1218,sinceramente,sinceramente,Portuguese,RY,pt
afterwards,after,person_1218,depois,após,Portuguese,RY,pt
close,near,person_2688,perto,perto,Portuguese,RJ,pt
did,made,person_2688,fez,feito,Portuguese,RV,pt
reply,replay,person_1021,responder,repetir,Portuguese,RV,pt
reply,replay,person_1021,resposta,replay,Portuguese,RN,pt
provide,answer,person_1784,fornecer,responder,Portuguese,RV,pt
organising,doing,person_1784,organizar,fazendo,Portuguese,RV,pt
hope,wish,person_1784,espero,desejo,Portuguese,RV,pt
worries,doubts,person_1784,preocupações,dúvidas,Portuguese,RN,pt
equipment,material,person_1784,equipamento,material,Portuguese,RN,pt
trip,travel,person_1784,viagem,viagem,Portuguese,RN,pt
special,especial,person_1784,especial,especiais,Portuguese,RJ,pt
got,entered,person_1784,tem,entrou,Portuguese,RV,pt
wearing,using,person_1784,vestindo,usando,Portuguese,RV,pt
very,so,person_1784,muito,então,Portuguese,RY,pt
thought,fought,person_1784,pensei,lutaram,Portuguese,RV,pt
equipment,materials,person_1784,equipamento,materiais,Portuguese,RN,pt
coming,entering,person_1784,vindo,entrar,Portuguese,RV,pt
got,had,person_1784,tem,tinha,Portuguese,RV,pt
hope,wish,person_1784,espero,desejo,Portuguese,RV,pt
letter,litter,person_2070,carta,maca,Portuguese,RN,pt
taken,chose,person_2070,tomadas,escolheu,Portuguese,RV,pt
work,job,person_2070,trabalho,emprego,Portuguese,RN,pt
get,collect,person_1547,obter,coletar,Portuguese,RV,pt
experiences,situations,person_1547,experiências,situações,Portuguese,RN,pt
risk,stake,person_1547,risco,estaca,Portuguese,RN,pt
live,leave,person_912,viver,deixar,Portuguese,RV,pt
away,of,person_912,afastado,de,Portuguese,RY,pt
make,do,person_912,fazer,fazer,Portuguese,RV,pt
places,points,person_2599,lugares,pontos,Portuguese,RN,pt
going,doing,person_2599,indo,fazendo,Portuguese,RV,pt
shopping,shop,person_2599,compras,loja,Portuguese,RN,pt
tense,nervous,person_2599,tenso,nervoso,Portuguese,RJ,pt
suggest,propose,person_943,sugerir,propor,Portuguese,RV,pt
Especially,Specially,person_943,especialmente,especialmente,Portuguese,RY,pt
Happy,Great,person_943,feliz,grande,Portuguese,RJ,pt
is,seems,person_1018,é,parece,Portuguese,RV,pt
shopping,shops,person_1018,compras,lojas,Portuguese,RN,pt
sincerely,faithfully,person_1018,sinceramente,fielmente,Portuguese,RY,pt
photographers,photographs,person_1018,fotógrafos,fotografias,Portuguese,RN,pt
event,happening,person_2263,evento,acontecendo,Portuguese,RN,pt
exhibitions,expositions,person_2263,exposições,exposições,Portuguese,RN,pt
exhibitions,expositions,person_2263,exposições,exposições,Portuguese,RN,pt
sincerely,faithfully,person_2263,sinceramente,fielmente,Portuguese,RY,pt
means,ways,person_2263,meios,maneiras,Portuguese,RN,pt
encroach,get,person_2263,invadir,obter,Portuguese,RV,pt
family,familiar,person_2263,família,conhece,Portuguese,RJ,pt
ordinary,common,person_2263,ordinário,comum,Portuguese,RJ,pt
come,go,person_2951,vir,ir,Portuguese,RV,pt
would,must,person_778,skulle,måste,Swedish,RV,sv
was,become,person_778,var,bli,Swedish,RV,sv
would,should,person_778,skulle,bör,Swedish,RV,sv
leak,leakage,person_778,läcka,läckage,Swedish,RN,sv
realise,fulfill,person_778,inse,uppfylla,Swedish,RV,sv
advertised,told,person_2493,annonseras,berättade,Swedish,RV,sv
trait,feature,person_2493,drag,funktionen,Swedish,RN,sv
things,points,person_1189,saker,poäng,Swedish,RN,sv
However,Although,person_1189,emellertid,fastän,Swedish,RY,sv
greater,bigger,person_1189,större,större,Swedish,RJ,sv
refurbishment,rebuilding,person_2683,renovering,återuppbyggnaden,Swedish,RN,sv
advantage,benefit,person_2608,fördel,fördel,Swedish,RN,sv
looking,aiming,person_2608,letar,sikte,Swedish,RV,sv
various,different,person_2608,olika,olika,Swedish,RJ,sv
provide,do,person_1103,tillhandahålla,göra,Swedish,RV,sv
mess,stress,person_1859,förstöra,betona,Swedish,RV,sv
repairs,reparations,person_2229,reparationer,skadestånd,Swedish,RN,sv
swapping,talking,person_2229,bytande,talar,Swedish,RV,sv
make,get,person_2229,göra,få,Swedish,RV,sv
find,get,person_2201,hitta,få,Swedish,RV,sv
see,watch,person_2201,se,klocka,Swedish,RV,sv
evening,night,person_2201,kväll,natt,Swedish,RN,sv
promised,told,person_2201,lovade,berättade,Swedish,RV,sv
actors,persons,person_2201,aktörer,personer,Swedish,RN,sv
meal,supper,person_2201,måltid,kvällsmat,Swedish,RN,sv
promised,said,person_2201,lovade,sade,Swedish,RV,sv
carry,wear,person_2201,bära,bära,Swedish,RV,sv
tangible,technical,person_2201,påtagliga,tekniska,Swedish,RJ,sv
watched,saw,person_843,såg,såg,Swedish,RV,sv
create,cause,person_843,skapa,orsaka,Swedish,RV,sv
Formal,Strict,person_843,formella,strikt,Swedish,RJ,sv
open,available,person_410,öppen,tillgängliga,Swedish,RJ,sv
various,different,person_773,olika,olika,Swedish,RJ,sv
there,here,person_773,dit,här,Swedish,RY,sv
new,different,person_773,nya,olika,Swedish,RJ,sv
invented,discovered,person_773,uppfann,upptäckte,Swedish,RV,sv
invention,discovery,person_773,uppfinning,upptäckten,Swedish,RN,sv
would,should,person_370,skulle,bör,Swedish,RV,sv
chef,chief,person_370,kock,chefen,Swedish,RN,sv
could,should,person_370,kunde,bör,Swedish,RV,sv
were,got,person_1382,var,fick,Swedish,RV,sv
dinner,diner,person_1382,middag,diner,Swedish,RN,sv
said,pronounced,person_1382,sade,uttalas,Swedish,RV,sv
said,told,person_1745,sade,berättade,Swedish,RV,sv
said,told,person_816,είπε,είπε,Greek,RV,el
ruined,destroyed,person_816,ερειπωμένο,καταστραφεί,Greek,RV,el
stars,starts,person_2679,αστέρια,ξεκινά,Greek,RV,el
starred,started,person_2679,πρωταγωνίστησε,ξεκίνησε,Greek,RV,el
says,writes,person_2679,λέει,γράφει,Greek,RV,el
feel,get,person_2679,αισθάνονται,πάρετε,Greek,RV,el
say,refer,person_2679,πω,αναφέρονται,Greek,RV,el
said,written,person_2679,είπε,γραπτή,Greek,RV,el
was,had,person_2679,ήταν,είχε,Greek,RV,el
make,become,person_2679,κάνουν,γίνει,Greek,RV,el
go,get,person_2679,πάει,πάρετε,Greek,RV,el
occupy,spend,person_2679,καταλαμβάνουν,περάσετε,Greek,RV,el
go,got,person_2679,πάει,πήρε,Greek,RV,el
battery,pile,person_2679,μπαταρία,σωρό,Greek,RN,el
affected,effected,person_2679,επηρεάζονται,πραγματοποιούνται,Greek,RV,el
did,were,person_828,έκανε,ήταν,Greek,RV,el
give,return,person_828,δώσει,επιστρέψει,Greek,RV,el
had,was,person_828,είχε,ήταν,Greek,RV,el
disappointing,disappointed,person_1159,απογοητευτική,απογοητευμένος,Greek,RJ,el
sincerely,faithfully,person_1159,ειλικρινά,πιστά,Greek,RY,el
development,improve,person_1159,ανάπτυξη,βελτιώσει,Greek,RN,el
closed,close,person_1159,κλειστού,στενή,Greek,RJ,el
cause,reason,person_1159,αιτία,λόγο,Greek,RN,el
perform,does,person_1837,εκτελέσετε,κάνει,Greek,RV,el
conclusion,addition,person_1837,συμπέρασμα,επιπλέον,Greek,RN,el
should,must,person_1822,πρέπει,πρέπει,Greek,RV,el
were,would,person_1822,ήταν,θα,Greek,RV,el
did,had,person_1822,έκανε,είχε,Greek,RV,el
reply,answer,person_1822,απάντηση,απάντηση,Greek,RN,el
next,other,person_1822,επόμενη,άλλα,Greek,RJ,el
upset,mad,person_1822,αναστατωμένος,τρελών,Greek,RJ,el
went,came,person_1662,πήγε,ήρθε,Greek,RV,el
go,come,person_1662,πάει,έρχονται,Greek,RV,el
planning,waiting,person_1662,σχεδιάζει,αναμονή,Greek,RV,el
told,said,person_1662,είπε,είπε,Greek,RV,el
have,make,person_1662,έχουν,κάνουν,Greek,RV,el
get,had,person_1662,πάρετε,είχε,Greek,RV,el
was,stayed,person_1662,ήταν,μείνει,Greek,RV,el
experience,story,person_1662,εμπειρία,ιστορία,Greek,RN,el
was,did,person_2197,ήταν,έκανε,Greek,RV,el
paid,given,person_2197,καταβάλλονται,δεδομένη,Greek,RV,el
change,turn,person_2197,αλλάξετε,γυρίστε,Greek,RV,el
dress,dressing,person_2197,φόρεμα,ντρέσινγκ,Greek,RN,el
changes,turns,person_2197,αλλαγές,στροφές,Greek,RV,el
become,be,person_2197,γίνει,είναι,Greek,RV,el
dress,dressing,person_2197,φόρεμα,ντρέσινγκ,Greek,RN,el
what,how,person_2197,τι,πώς,Greek,RY,el
realise,understand,person_2195,συνειδητοποιήσουμε,καταλαβαίνω,Greek,RV,el
do,work,person_1706,κάνουμε,εργαστούν,Greek,RV,el
meant,going,person_2019,σήμαινε,πρόκειται,Greek,RV,el
meant,going,person_2019,σήμαινε,πρόκειται,Greek,RV,el
say,write,person_2019,πω,γράψετε,Greek,RV,el
have,is,person_2019,έχουν,είναι,Greek,RV,el
country,county,person_2019,χώρα,county,Greek,RN,el
affecting,effecting,person_2019,επηρεάζουν,πραγματοποιεί,Greek,RV,el
said,written,person_1131,είπε,γραπτή,Greek,RV,el
evening,night,person_1131,βράδυ,νύχτα,Greek,RN,el
got,had,person_1131,πήρε,είχε,Greek,RV,el
faithfully,sincerely,person_1131,πιστά,ειλικρινά,Greek,RY,el
great,big,person_1131,μεγάλη,μεγάλο,Greek,RJ,el
wore,were,person_1131,φορούσε,ήταν,Greek,RV,el
wore,were,person_1131,φορούσε,ήταν,Greek,RV,el
was,happened,person_1125,ήταν,συνέβη,Greek,RV,el
said,wrote,person_1125,είπε,έγραψε,Greek,RV,el
said,wrote,person_1125,είπε,έγραψε,Greek,RV,el
receiving,taking,person_1125,λαμβάνουν,λαμβάνοντας,Greek,RV,el
reply,answer,person_1125,απάντηση,απάντηση,Greek,RN,el
were,became,person_1125,ήταν,έγινε,Greek,RV,el
came,went,person_1125,ήρθε,πήγε,Greek,RV,el
was,had,person_1125,ήταν,είχε,Greek,RV,el
Afterwards,After,person_1125,κατόπιν,μετά,Greek,RY,el
starred,started,person_883,πρωταγωνίστησε,ξεκίνησε,Greek,RV,el
waiting,writing,person_883,αναμονή,γράψιμο,Greek,RV,el
spent,passed,person_883,δαπανάται,περάσει,Greek,RV,el
do,make,person_883,κάνουμε,κάνουν,Greek,RV,el
said,written,person_2759,είπε,γραπτή,Greek,RV,el
way,point,person_1090,τρόπος,σημείο,Greek,RN,el
can't,don't,person_1090,επίκλιση,μην,Greek,RV,el
have,pass,person_1133,έχουν,περάσει,Greek,RV,el
disappointed,disappointing,person_1133,απογοητευμένος,απογοητευτική,Greek,RJ,el
go,came,person_1133,πάει,ήρθε,Greek,RV,el
story,store,person_1133,ιστορία,κατάστημα,Greek,RN,el
pay,bay,person_1133,πληρώσει,κόλπο,Greek,RV,el
faithfully,sincerely,person_1133,πιστά,ειλικρινά,Greek,RY,el
century,year,person_1133,αιώνα,έτος,Greek,RN,el
when,wear,person_1133,όταν,φορούν,Greek,RY,el
want,can,person_1133,θέλουν,μπορεί,Greek,RV,el
get,take,person_1133,πάρετε,λάβει,Greek,RV,el
helps,makes,person_1133,βοηθά,κάνει,Greek,RV,el
spend,stay,person_1133,περάσετε,μείνετε,Greek,RV,el
like,found,person_1133,αρέσει,βρέθηκαν,Greek,RV,el
much,well,person_1133,πολύ,καλά,Greek,RY,el
lose,loose,person_1133,χάσετε,χάσετε,Greek,RV,el
weight,fat,person_1133,βάρος,λίπος,Greek,RN,el
develop,made,person_1133,ανάπτυξη,κατασκευασμένα,Greek,RV,el
very,so,person_1133,πολύ,έτσι,Greek,RY,el
performing,played,person_1652,εκτέλεση,έπαιξε,Greek,RV,el
get,take,person_1652,πάρετε,λάβει,Greek,RV,el
sign,sight,person_1652,σημάδι,θέαμα,Greek,RN,el
Closed,Close,person_1652,κλειστού,στενή,Greek,RJ,el
faithfully,sincerely,person_1652,πιστά,ειλικρινά,Greek,RY,el
asked,told,person_1652,ζήτησε,είπε,Greek,RV,el
told,said,person_1652,είπε,είπε,Greek,RV,el
tell,say,person_1652,πείτε,πω,Greek,RV,el
would,can,person_1914,θα,μπορεί,Greek,RV,el
got,took,person_1914,πήρε,πήρε,Greek,RV,el
ago,before,person_1914,πριν,πριν,Greek,RY,el
acting,act,person_2699,ενεργεί,πράξη,Greek,RN,el
terrible,horrible,person_2699,τρομερό,φρικτό,Greek,RJ,el
acting,act,person_2699,ενεργεί,πράξη,Greek,RN,el
time,ours,person_2699,χρόνο,μας,Greek,RN,el
living,leaving,person_2699,ζουν,αφήνοντας,Greek,RV,el
ordinary,common,person_2699,συνηθισμένο,κοινή,Greek,RJ,el
up,about,person_2699,επάνω,περίπου,Greek,RY,el
telling,saying,person_2262,λέγοντας,λέγοντας,Greek,RV,el
staged,presented,person_1975,οργάνωσαν,παρουσιάζονται,Greek,RV,el
went,came,person_1975,πήγε,ήρθε,Greek,RV,el
performing,playing,person_1975,εκτέλεση,παίζοντας,Greek,RV,el
staff,stuff,person_1975,προσωπικό,πράγματα,Greek,RN,el
is,does,person_1975,είναι,κάνει,Greek,RV,el
resolved,solve,person_1975,επιλυθεί,λύσει,Greek,RV,el
take,go,person_1975,λάβει,πάει,Greek,RV,el
resolved,solved,person_1975,επιλυθεί,λυθεί,Greek,RV,el
cat,cut,person_1975,γάτα,περικοπή,Greek,RN,el
left,let,person_1975,άφησε,αφήσει,Greek,RV,el
lying,laying,person_1975,ξαπλωμένη,ωοτοκίας,Greek,RV,el
beat,won,person_1975,νικήσει,κέρδισε,Greek,RV,el
vet,doctor,person_1975,κτηνίατρο,γιατρό,Greek,RN,el
get,earn,person_1975,πάρετε,κερδίσουν,Greek,RN,el
said,told,person_1975,είπε,είπε,Greek,RV,el
gone,come,person_1961,φύγει,έρχονται,Greek,RV,el
seeing,watch,person_1961,βλέποντας,παρακολουθήστε,Greek,RV,el
establish,create,person_1961,καθιερώσει,δημιουργήσετε,Greek,RV,el
revealed,told,person_1961,αποκάλυψε,είπε,Greek,RV,el
class,classroom,person_1961,κλάση,τάξη,Greek,RN,el
deserved,owed,person_1961,άξιζε,οφειλόμενων,Greek,RV,el
golden,gold,person_2689,χρυσή,χρυσό,Greek,RJ,el
technology,tech,person_2689,τεχνολογία,τεχνολογίας,Greek,RN,el
household,house,person_2689,οικιακής,σπίτι,Greek,RN,el
take,call,person_2689,λάβει,καλέσετε,Greek,RV,el
make,point,person_1141,κάνουν,σημείο,Greek,RV,el
put,placed,person_1141,θέσει,τοποθετούνται,Greek,RV,el
evening,afternoon,person_1141,βράδυ,απόγευμα,Greek,RN,el
very,so,person_1141,πολύ,έτσι,Greek,RY,el
going,coming,person_1141,πρόκειται,έρχονται,Greek,RV,el
extended,expanded,person_1141,επεκταθεί,επεκταθεί,Greek,RV,el
reach,legs,person_1141,φτάσει,πόδια,Greek,RN,el
area,part,person_1141,περιοχή,μέρος,Greek,RN,el
reached,was,person_1141,φτάσει,ήταν,Greek,RV,el
became,got,person_1141,έγινε,πήρε,Greek,RV,el
developed,got,person_1141,αναπτυχθεί,πήρε,Greek,RV,el
live,alive,person_1141,live,ζωντανός,Greek,RJ,el
just,only,person_1141,ακριβώς,μόνο,Greek,RY,el
do,are,person_1204,κάνουμε,είναι,Greek,RV,el
sleep,leave,person_1204,κοιμηθεί,αφήσει,Greek,RV,el
do,are,person_1204,κάνουμε,είναι,Greek,RV,el
great,big,person_2490,μεγάλη,μεγάλο,Greek,RJ,el
problem,cause,person_2490,πρόβλημα,αιτία,Greek,RN,el
trolleys,cars,person_2490,τροχίσκους,αυτοκίνητα,Greek,RN,el
reasons,causes,person_2490,λόγους,αιτίες,Greek,RN,el
reason,cause,person_2490,λόγο,αιτία,Greek,RN,el
help,show,person_2490,βοηθήσει,δείχνουν,Greek,RV,el
small,little,person_2490,μικρό,λίγο,Greek,RJ,el
really,very,person_355,πραγματικά,πολύ,Greek,RY,el
really,very,person_355,πραγματικά,πολύ,Greek,RY,el
favourite,best,person_355,αγαπημένο,καλύτερο,Greek,RJ,el
basketball,basket,person_355,μπάσκετ,καλάθι,Greek,RN,el
bring,have,person_355,φέρει,έχουν,Greek,RV,el
outside,out,person_355,εξωτερικό,έξω,Greek,RJ,el
areas,points,person_355,περιοχές,σημεία,Greek,RN,el
