case_id,i_nn_1,i_nn_2,i_nn_3,i_nn_4,i_nn_5,i_nn_6,i_nn_7,i_nn_8,i_nn_9,i_nn_10,c_nn_1,c_nn_2,c_nn_3,c_nn_4,c_nn_5,c_nn_6,c_nn_7,c_nn_8,c_nn_9,c_nn_10,l1_i_nn_1,l1_i_nn_2,l1_i_nn_3,l1_i_nn_4,l1_i_nn_5,l1_i_nn_6,l1_i_nn_7,l1_i_nn_8,l1_i_nn_9,l1_i_nn_10,l1_c_nn_1,l1_c_nn_2,l1_c_nn_3,l1_c_nn_4,l1_c_nn_5,l1_c_nn_6,l1_c_nn_7,l1_c_nn_8,l1_c_nn_9,l1_c_nn_10
case_3397,possibilty,possiblility,possibiity,possibity,possiblity,possiblilty,posibility,possibilities,possbility,possibility.The,opporunity,oppportunity,opportuntiy,oppurtunity,opportunitiy,oppotunity,opporutnity,opportunities,opportunty,opprtunity,возмож-ность,возможость,воз-можность,возможноть,возможнось,возможнсть,невозможность,Возможность,необходимость,озможность,возмож-ность,возможость,воз-можность,возможноть,возможнось,возможнсть,невозможность,Возможность,необходимость,озможность
case_3396,speaks,spoke,speaking,Speak,speek,spoken,fluently,hear,converse,communicate,Talk,talk.,TALK,discuss,talk.I,.talk,talking,talk.We,prattle,-talk,Говорить,рассуждать,думать,говрить,рассказывать,сказать,гворить,говорить.А,заявлять,разговаривать,Говорить,рассуждать,думать,говрить,рассказывать,сказать,гворить,говорить.А,заявлять,разговаривать
case_3395,making,makes,Make,made,amke,want,sure,create,Making,easier,had,been,'ve,already,ahve,haved,haven,can,never,hve,делать,слелать,Сделать,cделать,зделать,создать,сделть,сдалать,переделать,сделали,иметь.,Иметь,имеет,имееть,имеют,имели,имел,имет,имея,-иметь
case_3394,woman,man.He,guy,man.The,man--he,man.When,gentleman,man--a,woman.He,man.That,person.If,someone,peson,person.When,person.,person.What,perosn,person.The,person.A,person--,человек-,человек.И,человек.,чело-век,че-ловек,человек.А,человек.Но,челоек,человек.Если,человек.Так,человека.У,человека-,человека.,человека.И,человека.Но,человека.Так,индивидуума,че-ловека,человека.А,чело-века
case_3404,territories,territory.The,territory-,terrority,territory.,teritory,territory.But,territory.This,territorial,territory.In,premises.The,Premises,premises.,premisis,premesis,premisses,premises.This,premises.I,premises.We,PREMISES,территориии,террритории,территоррии,територии,натерритории,территорию,територрии,территорией,территори,территориях,помещений,помещения.,помещение,здания,помещения-,помещения.В,помешения,помещении,комнаты,Помещения
case_3393,devotedly,diligently,conscientiously,dutifully,faithful,Faithfully,slavishly,assiduously,zealously,obediently,sincerly,sincerley,sincere,SINCERELY,fervently,hope,appreciate,earnestly,genuinely,heartfully,Добросовестно,недобросовестно,прилежно,старательно,трудолюбиво,дисциплинированно,самоотверженно,добропорядочно,усердно,скрупулезно,искренно,Искренне,искрене,неподдельно,чистосердечно,искренее,Искренно,наивно,неискренне,страстно
case_3391,gettting,gettng,geting,get,gettign,gettiing,gettig,got,getitng,gotten,Acquiring,reacquiring,obtaining,acquire,re-acquiring,acquired,procuring,acquring,acquisition,owning,Получение,предоставление,-получение,приобретение,неполучение,получения,лучение,наполучение,получении,пοлучение,покупки,приобритения,продажи,получения,приобретении,приобретение,перепродажи,преобретения,приобретению,использования
case_3390,making,makes,Make,made,amke,want,sure,create,Making,easier,Do,go,'t,want,don,know,so,if,I,think,делать,слелать,Сделать,cделать,зделать,создать,сделть,сдалать,переделать,сделали,делать,слелать,Сделать,cделать,зделать,создать,сделть,сдалать,переделать,сделали
case_3389,commmon,not-so-common,commom,semi-common,commonest,uncommon,un-common,prevalent,most-common,commong,familar,unfamiliar,familair,famliar,semi-familiar,familliar,not-so-familiar,unfamilar,well-acquainted,familiarity,специфические,основные,конкретные,индивидуальные,базовые,единые,отдельные,формальные,определенные,обшие,незнакомы,малознакомы,Знакомы,знакома,знакомы.,познакомились,известны,встречались,виделись,знакомые
case_3388,devotedly,diligently,conscientiously,dutifully,faithful,Faithfully,slavishly,assiduously,zealously,obediently,sincerly,sincerley,sincere,SINCERELY,fervently,hope,appreciate,earnestly,genuinely,heartfully,Добросовестно,недобросовестно,прилежно,старательно,трудолюбиво,дисциплинированно,самоотверженно,добропорядочно,усердно,скрупулезно,искренно,Искренне,искрене,неподдельно,чистосердечно,искренее,Искренно,наивно,неискренне,страстно
